[ 2025-06-17 16:40:18,267 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-06-17 16:40:42,297 ] 1025 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/middleman "HTTP/1.1 200 OK"
[ 2025-06-17 16:40:42,470 ] 1025 httpx - INFO - HTTP Request: POST https://dagshub.com/login/oauth/access_token "HTTP/1.1 200 OK"
[ 2025-06-17 16:40:42,642 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-06-17 16:40:42,654 ] 107 dagshub - INFO - Accessing as bayi.rida
[ 2025-06-17 16:40:42,873 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/bayi.rida/NetworkSecurity "HTTP/1.1 200 OK"
[ 2025-06-17 16:40:43,064 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-06-17 16:40:43,069 ] 107 dagshub - INFO - Initialized MLflow to track repo "bayi.rida/NetworkSecurity"
[ 2025-06-17 16:40:43,070 ] 107 dagshub - INFO - Repository bayi.rida/NetworkSecurity initialized!
[ 2025-06-17 16:40:43,071 ] 19 root - INFO - Initiate the data ingestion
[ 2025-06-17 16:40:44,701 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-06-17 16:40:44,701 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-17 16:40:44,702 ] 75 root - INFO - Exporting train and test file path.
[ 2025-06-17 16:40:44,776 ] 84 root - INFO - Exported train and test file path.
[ 2025-06-17 16:40:44,777 ] 21 root - INFO - Data Initiation Completed
[ 2025-06-17 16:40:44,789 ] 25 root - INFO - Initiate the data Validation
[ 2025-06-17 16:40:44,841 ] 32 root - INFO - Required number of columns:2
[ 2025-06-17 16:40:44,841 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-17 16:40:44,841 ] 32 root - INFO - Required number of columns:2
[ 2025-06-17 16:40:44,842 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-17 16:40:45,127 ] 27 root - INFO - data Validation Completed
[ 2025-06-17 16:40:45,127 ] 30 root - INFO - Datatransformation started
[ 2025-06-17 16:40:45,127 ] 46 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-06-17 16:40:45,127 ] 48 root - INFO - Starting data transformation
[ 2025-06-17 16:40:45,127 ] 26 root - INFO - Reading data from Artifacts\06_17_2025_16_40_18\data_ingestion\ingested\train.csv
[ 2025-06-17 16:40:45,154 ] 26 root - INFO - Reading data from Artifacts\06_17_2025_16_40_18\data_ingestion\ingested\test.csv
