[ 2025-06-17 09:46:10,879 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-06-17 09:46:12,869 ] 17 root - INFO - Initiate the data ingestion
[ 2025-06-17 09:46:14,403 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-06-17 09:46:14,403 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-17 09:46:14,404 ] 75 root - INFO - Exporting train and test file path.
[ 2025-06-17 09:46:14,467 ] 84 root - INFO - Exported train and test file path.
[ 2025-06-17 09:46:14,468 ] 19 root - INFO - Data Initiation Completed
[ 2025-06-17 09:46:14,477 ] 23 root - INFO - Initiate the data Validation
[ 2025-06-17 09:46:14,510 ] 32 root - INFO - Required number of columns:2
[ 2025-06-17 09:46:14,510 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-17 09:46:14,510 ] 32 root - INFO - Required number of columns:2
[ 2025-06-17 09:46:14,510 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-17 09:46:14,664 ] 25 root - INFO - data Validation Completed
[ 2025-06-17 09:46:14,664 ] 28 root - INFO - Datatransformation started
[ 2025-06-17 09:46:14,664 ] 46 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-06-17 09:46:14,664 ] 48 root - INFO - Starting data transformation
[ 2025-06-17 09:46:14,664 ] 26 root - INFO - Reading data from Artifacts\06_17_2025_09_46_11\data_ingestion\ingested\train.csv
[ 2025-06-17 09:46:14,686 ] 26 root - INFO - Reading data from Artifacts\06_17_2025_09_46_11\data_ingestion\ingested\test.csv
[ 2025-06-17 09:46:14,693 ] 56 root - INFO - Input features for training: ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report']
[ 2025-06-17 09:46:14,694 ] 57 root - INFO - Target feature for training: Result
[ 2025-06-17 09:46:14,694 ] 63 root - INFO - Input features for testing: ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report']
[ 2025-06-17 09:46:14,695 ] 64 root - INFO - Target feature for testing: Result
[ 2025-06-17 09:46:14,695 ] 36 root - INFO - Creating data transformation pipeline with KNNImputer
[ 2025-06-17 09:46:14,695 ] 38 root - INFO - initialise KNNImputer with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-06-17 09:46:14,700 ] 68 root - INFO - Fitting the preprocessor on training data
[ 2025-06-17 09:46:14,718 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-17 09:46:14,721 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-17 09:46:14,723 ] 32 root - INFO - data transformation completed
[ 2025-06-17 09:46:14,723 ] 34 root - INFO - model training started
[ 2025-06-17 09:49:49,803 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-17 09:49:49,805 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-17 09:49:49,805 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-17 09:49:49,843 ] 64 root - INFO - Exited the save_object method of mainutils class
