[ 2025-06-12 19:44:16,788 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-06-12 19:44:17,843 ] 15 root - INFO - Initiate the data ingestion
[ 2025-06-12 19:44:19,269 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-06-12 19:44:19,269 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-12 19:44:19,271 ] 75 root - INFO - Exporting train and test file path.
[ 2025-06-12 19:44:19,333 ] 84 root - INFO - Exported train and test file path.
[ 2025-06-12 19:44:19,333 ] 17 root - INFO - Data Initiation Completed
[ 2025-06-12 19:44:19,342 ] 21 root - INFO - Initiate the data Validation
[ 2025-06-12 19:44:19,367 ] 32 root - INFO - Required number of columns:2
[ 2025-06-12 19:44:19,367 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-12 19:44:19,367 ] 32 root - INFO - Required number of columns:2
[ 2025-06-12 19:44:19,367 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-12 19:44:19,528 ] 23 root - INFO - data Validation Completed
