[ 2025-06-20 12:26:54,413 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2025-06-20 12:27:00,130 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-06-20 12:27:00,140 ] 107 dagshub - INFO - Accessing as bayi.rida
[ 2025-06-20 12:27:00,343 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/bayi.rida/NetworkSecurity "HTTP/1.1 200 OK"
[ 2025-06-20 12:27:00,506 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-06-20 12:27:00,509 ] 107 dagshub - INFO - Initialized MLflow to track repo "bayi.rida/NetworkSecurity"
[ 2025-06-20 12:27:00,512 ] 107 dagshub - INFO - Repository bayi.rida/NetworkSecurity initialized!
[ 2025-06-20 12:27:00,512 ] 19 root - INFO - Initiate the data ingestion
[ 2025-06-20 12:27:01,907 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-06-20 12:27:01,907 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-20 12:27:01,908 ] 75 root - INFO - Exporting train and test file path.
[ 2025-06-20 12:27:01,966 ] 84 root - INFO - Exported train and test file path.
[ 2025-06-20 12:27:01,966 ] 21 root - INFO - Data Initiation Completed
[ 2025-06-20 12:27:01,975 ] 25 root - INFO - Initiate the data Validation
[ 2025-06-20 12:27:02,006 ] 32 root - INFO - Required number of columns:2
[ 2025-06-20 12:27:02,006 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-20 12:27:02,006 ] 32 root - INFO - Required number of columns:2
[ 2025-06-20 12:27:02,006 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-20 12:27:02,159 ] 27 root - INFO - data Validation Completed
[ 2025-06-20 12:27:02,160 ] 30 root - INFO - Datatransformation started
[ 2025-06-20 12:27:02,160 ] 46 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-06-20 12:27:02,160 ] 48 root - INFO - Starting data transformation
[ 2025-06-20 12:27:02,160 ] 26 root - INFO - Reading data from Artifacts\06_20_2025_12_26_54\data_ingestion\ingested\train.csv
[ 2025-06-20 12:27:02,184 ] 26 root - INFO - Reading data from Artifacts\06_20_2025_12_26_54\data_ingestion\ingested\test.csv
[ 2025-06-20 12:27:02,190 ] 56 root - INFO - Input features for training: ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report']
[ 2025-06-20 12:27:02,190 ] 57 root - INFO - Target feature for training: Result
[ 2025-06-20 12:27:02,191 ] 63 root - INFO - Input features for testing: ['having_IP_Address', 'URL_Length', 'Shortining_Service', 'having_At_Symbol', 'double_slash_redirecting', 'Prefix_Suffix', 'having_Sub_Domain', 'SSLfinal_State', 'Domain_registeration_length', 'Favicon', 'port', 'HTTPS_token', 'Request_URL', 'URL_of_Anchor', 'Links_in_tags', 'SFH', 'Submitting_to_email', 'Abnormal_URL', 'Redirect', 'on_mouseover', 'RightClick', 'popUpWidnow', 'Iframe', 'age_of_domain', 'DNSRecord', 'web_traffic', 'Page_Rank', 'Google_Index', 'Links_pointing_to_page', 'Statistical_report']
[ 2025-06-20 12:27:02,191 ] 64 root - INFO - Target feature for testing: Result
[ 2025-06-20 12:27:02,191 ] 36 root - INFO - Creating data transformation pipeline with KNNImputer
[ 2025-06-20 12:27:02,191 ] 38 root - INFO - initialise KNNImputer with parameters: {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-06-20 12:27:02,196 ] 68 root - INFO - Fitting the preprocessor on training data
[ 2025-06-20 12:27:02,211 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-20 12:27:02,218 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-20 12:27:02,218 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-20 12:27:02,223 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-20 12:27:02,225 ] 34 root - INFO - data transformation completed
[ 2025-06-20 12:27:02,225 ] 36 root - INFO - model training started
[ 2025-06-20 12:31:09,783 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-20 12:31:09,785 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-20 12:31:09,785 ] 60 root - INFO - Entred the save_object method of mainutils class
[ 2025-06-20 12:31:09,809 ] 64 root - INFO - Exited the save_object method of mainutils class
[ 2025-06-20 12:31:09,809 ] 125 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_20_2025_12_26_54\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9908851529268786, precision_score=0.9878836833602584, recall_score=0.9939049167005283), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.978330658105939, precision_score=0.9697692919649961, recall_score=0.9870445344129555))
[ 2025-06-20 12:31:09,811 ] 40 root - INFO - Model Training Completed
